experiment,depth,variant,position,nodes,time_s,matchup,agent,opponent,seed,a_player,winner,a_won,plies,avg_move_time,a_nodes_per_move
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.2733432420005556,2166.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1029.0,2.0,2.0,1.0,6.0,0.6086278333241353,966.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1030.0,1.0,2.0,0.0,6.0,0.1809787498350488,2130.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.1337847910181154,0.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.2574744168086909,2174.3333333333335
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1033.0,2.0,2.0,1.0,6.0,0.21072556966585884,418.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.08847720860503613,1744.3333333333333
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.7046827780044017,478.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1036.0,1.0,1.0,1.0,7.0,0.04931895242771134,1098.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.2795399919967167,766.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1038.0,1.0,2.0,0.0,6.0,0.27288672916862805,2973.6666666666665
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7599984789994778,56.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.19187465966873182,1423.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1041.0,2.0,2.0,1.0,6.0,0.3112465068358385,603.3333333333334
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.28308835399123683,3160.3333333333335
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.3080212501983624,292.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.2272893611661857,1825.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1045.0,2.0,1.0,0.0,3.0,0.8809487083247708,973.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1046.0,1.0,1.0,1.0,7.0,0.09647501200587223,1455.5
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1047.0,2.0,2.0,1.0,4.0,0.8844777917547617,2210.0
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.15639805549775096,2045.6666666666667
E3,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.7262210502056405,853.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.8749685833366433,36288.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1001.0,2.0,1.0,0.0,7.0,0.1121740834330142,1347.3333333333333
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1002.0,1.0,2.0,0.0,6.0,0.5927813471741198,32623.666666666668
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1003.0,2.0,1.0,0.0,5.0,0.8193754501931835,28904.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.5984059931700662,39124.666666666664
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.9766845415928401,27194.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1006.0,1.0,2.0,0.0,6.0,0.5271490209949358,26947.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1007.0,2.0,1.0,0.0,7.0,0.1194949762887388,1347.3333333333333
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.5301089651620714,28070.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.887120049999794,26186.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1010.0,1.0,2.0,0.0,6.0,0.5074487988361701,26947.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.37893302500597204,10104.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.8747575761663029,50965.666666666664
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.7834098497987725,9789.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.32776755550003145,17624.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1015.0,2.0,1.0,0.0,7.0,0.3755073750009095,10777.666666666666
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1016.0,1.0,1.0,1.0,5.0,1.0508500500058289,58908.666666666664
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.7221319498028607,27138.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1018.0,1.0,2.0,0.0,6.0,0.3451062016635357,18043.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1019.0,2.0,2.0,1.0,6.0,0.6422523681734068,15203.666666666666
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1020.0,1.0,2.0,0.0,6.0,0.9588580553390784,65683.66666666667
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1021.0,2.0,1.0,0.0,7.0,0.210861345574293,2389.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1022.0,1.0,2.0,0.0,6.0,0.6493549794977298,33860.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.8252954249968752,30059.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.5169609513347192,28070.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1025.0,2.0,2.0,1.0,6.0,0.5091091943419693,14754.666666666666
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.7267132361642629,41470.333333333336
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1027.0,2.0,2.0,1.0,6.0,0.3007257501691735,12261.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1028.0,1.0,2.0,0.0,6.0,0.9770076738350326,65683.66666666667
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1029.0,2.0,1.0,0.0,5.0,0.896571199799655,24674.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1030.0,1.0,2.0,0.0,6.0,0.5012078958340377,35311.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.2086357090156525,0.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1032.0,1.0,2.0,0.0,6.0,0.9542761041714888,65683.66666666667
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1033.0,2.0,1.0,0.0,5.0,0.322033483593259,10354.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.35518974979640916,21598.666666666668
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1035.0,2.0,1.0,0.0,7.0,0.30827213714032303,2359.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1036.0,1.0,1.0,1.0,7.0,0.13540607742782282,8476.75
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.3636377834074665,10104.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1038.0,1.0,1.0,1.0,3.0,0.8899503750047492,47109.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7226629999931902,56.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.5133085761675223,28076.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1041.0,2.0,1.0,0.0,5.0,0.4236260168021545,10264.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1042.0,1.0,1.0,1.0,3.0,1.5036772776705523,82274.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.3026309087930713,3322.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1044.0,1.0,1.0,1.0,5.0,0.795317391603021,40509.0
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1045.0,2.0,1.0,0.0,7.0,0.39134910099840325,4157.666666666667
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1046.0,1.0,1.0,1.0,7.0,0.4402265772847126,30107.25
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1047.0,2.0,1.0,0.0,5.0,0.8871595417964272,26186.5
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.41268481949615915,26335.333333333332
E3,3.0,,,,,Expectimax(d=3) vs Stratagem,Expectimax(d=3),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.779233250406105,11091.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1000.0,1.0,2.0,0.0,4.0,0.04746679150412092,393.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1001.0,2.0,1.0,0.0,5.0,0.013483049994101748,248.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1002.0,1.0,2.0,0.0,4.0,0.044279353991441894,433.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1003.0,2.0,2.0,1.0,6.0,0.03509615283110179,124.33333333333333
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1004.0,1.0,1.0,1.0,5.0,0.03592311660177074,181.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1005.0,2.0,2.0,1.0,6.0,0.038486895835376345,96.33333333333333
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1006.0,1.0,2.0,0.0,4.0,0.04429887499281904,403.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1007.0,2.0,1.0,0.0,5.0,0.014038358209654688,248.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1008.0,1.0,1.0,1.0,5.0,0.034913708397652954,120.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1009.0,2.0,2.0,1.0,6.0,0.03760562534444034,108.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1010.0,1.0,2.0,0.0,4.0,0.04593243748968234,403.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1011.0,2.0,1.0,0.0,3.0,0.028906388664230082,335.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1012.0,1.0,2.0,0.0,6.0,0.03862588199748037,273.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1013.0,2.0,1.0,0.0,5.0,0.04216172519954853,169.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1014.0,1.0,1.0,1.0,7.0,0.011189618991920725,99.25
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1015.0,2.0,2.0,1.0,6.0,0.02958416000183206,130.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1016.0,1.0,1.0,1.0,5.0,0.04842168319737539,255.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1017.0,2.0,1.0,0.0,5.0,0.03805319179082289,286.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1018.0,1.0,1.0,1.0,7.0,0.011817345428945763,82.75
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1019.0,2.0,1.0,0.0,5.0,0.04010141659528017,300.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1020.0,1.0,2.0,0.0,6.0,0.03986579166182006,224.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1021.0,2.0,1.0,0.0,3.0,0.03130206932352545,352.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1022.0,1.0,1.0,1.0,5.0,0.039120733400341126,252.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1023.0,2.0,1.0,0.0,5.0,0.03630339159280993,239.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1024.0,1.0,1.0,1.0,7.0,0.02088557742951837,106.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1025.0,2.0,1.0,0.0,5.0,0.03562730840058066,298.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1026.0,1.0,2.0,0.0,6.0,0.03142336099699605,178.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1027.0,2.0,2.0,1.0,6.0,0.015956562497497846,97.33333333333333
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1028.0,1.0,2.0,0.0,6.0,0.040235500166697115,217.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1029.0,2.0,2.0,1.0,6.0,0.03852588217220424,196.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1030.0,1.0,1.0,1.0,5.0,0.0333290665934328,181.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1031.0,2.0,1.0,0.0,5.0,0.017006391606992112,362.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1032.0,1.0,2.0,0.0,6.0,0.03974527766695246,224.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1033.0,2.0,1.0,0.0,5.0,0.02252712498884648,253.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1034.0,1.0,1.0,1.0,5.0,0.015015333401970565,126.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1035.0,2.0,2.0,1.0,6.0,0.023376805664156564,68.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1036.0,1.0,1.0,1.0,5.0,0.011000583600252866,96.33333333333333
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1037.0,2.0,1.0,0.0,3.0,0.025944444661339123,335.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1038.0,1.0,1.0,1.0,5.0,0.03318849999923259,203.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1039.0,2.0,2.0,1.0,6.0,0.031118770833321225,91.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1040.0,1.0,2.0,0.0,6.0,0.02769362516119145,142.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1041.0,2.0,1.0,0.0,5.0,0.02829624979640357,230.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1042.0,1.0,2.0,0.0,6.0,0.03481225016488073,138.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1043.0,2.0,1.0,0.0,5.0,0.01808707519667223,374.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1044.0,1.0,1.0,1.0,7.0,0.02508672043248745,102.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1045.0,2.0,1.0,0.0,3.0,0.04241788866541659,392.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1046.0,1.0,1.0,1.0,5.0,0.03178001680062152,130.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1047.0,2.0,2.0,1.0,6.0,0.036905312333450034,108.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1048.0,1.0,2.0,0.0,6.0,0.017340576339241427,163.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1049.0,2.0,1.0,0.0,5.0,0.042788441403536125,225.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1050.0,1.0,1.0,1.0,7.0,0.02076696457308052,106.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1051.0,2.0,2.0,1.0,6.0,0.038889138828380965,146.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1052.0,1.0,1.0,1.0,5.0,0.01900505000958219,123.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1053.0,2.0,1.0,0.0,5.0,0.017399741604458542,374.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1054.0,1.0,1.0,1.0,5.0,0.015514883189462125,129.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1055.0,2.0,2.0,1.0,6.0,0.03551098600049348,124.33333333333333
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1056.0,1.0,2.0,0.0,4.0,0.04671765599778155,385.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1057.0,2.0,1.0,0.0,5.0,0.025908324995543807,283.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1058.0,1.0,1.0,1.0,5.0,0.035569366795243695,181.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1059.0,2.0,2.0,1.0,6.0,0.03021197233950564,115.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1060.0,1.0,1.0,1.0,5.0,0.031273074808996174,191.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1061.0,2.0,1.0,0.0,5.0,0.03735418319702148,287.5
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1062.0,1.0,2.0,0.0,6.0,0.03191820834278284,150.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1063.0,2.0,1.0,0.0,5.0,0.04028780819498934,316.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1064.0,1.0,2.0,0.0,6.0,0.034744645658065565,138.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1065.0,2.0,2.0,1.0,6.0,0.03178318083034052,155.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1066.0,1.0,1.0,1.0,5.0,0.03189129140228033,149.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1067.0,2.0,1.0,0.0,5.0,0.04204351659282111,203.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1068.0,1.0,1.0,1.0,5.0,0.03423175819334574,181.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1069.0,2.0,1.0,0.0,5.0,0.03439601660356857,309.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1070.0,1.0,1.0,1.0,5.0,0.025066024804254995,176.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1071.0,2.0,2.0,1.0,6.0,0.02044880550238304,108.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1072.0,1.0,1.0,1.0,5.0,0.021406766603467985,122.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1073.0,2.0,2.0,1.0,6.0,0.025440416667455185,167.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1074.0,1.0,2.0,0.0,6.0,0.027704673494251136,142.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1075.0,2.0,2.0,1.0,6.0,0.029749367997283116,206.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1076.0,1.0,1.0,1.0,5.0,0.016550791403278708,129.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1077.0,2.0,1.0,0.0,3.0,0.0472580143250525,285.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1078.0,1.0,1.0,1.0,7.0,0.011840815144491248,82.75
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1079.0,2.0,1.0,0.0,3.0,0.02464094433040979,352.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1080.0,1.0,2.0,0.0,6.0,0.03732989599423794,166.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1081.0,2.0,1.0,0.0,5.0,0.041123899800004436,316.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1082.0,1.0,1.0,1.0,5.0,0.010683091793907806,95.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1083.0,2.0,2.0,1.0,6.0,0.03246595816744957,91.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1084.0,1.0,2.0,0.0,6.0,0.027586555341258645,197.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1085.0,2.0,1.0,0.0,3.0,0.04401877766940743,447.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1086.0,1.0,2.0,0.0,4.0,0.044388374997652136,433.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1087.0,2.0,2.0,1.0,6.0,0.027264722327042062,164.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1088.0,1.0,1.0,1.0,5.0,0.019922966393642126,134.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1089.0,2.0,1.0,0.0,5.0,0.03677900020265952,241.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1090.0,1.0,1.0,1.0,5.0,0.017184824793366714,144.66666666666666
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1091.0,2.0,1.0,0.0,7.0,0.01303241670913329,166.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1092.0,1.0,2.0,0.0,6.0,0.017217312333135244,138.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1093.0,2.0,1.0,0.0,3.0,0.024697694325974833,352.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1094.0,1.0,1.0,1.0,5.0,0.03512018360197544,190.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1095.0,2.0,2.0,1.0,6.0,0.023227069337735884,68.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1096.0,1.0,1.0,1.0,5.0,0.016548400005558506,123.66666666666667
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1097.0,2.0,1.0,0.0,5.0,0.03483450839994475,309.0
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1098.0,1.0,2.0,0.0,6.0,0.034725576338435836,166.33333333333334
E4,,,,,,Minimax vs Expectimax,Minimax,Expectimax,1099.0,2.0,1.0,0.0,5.0,0.015006258600624277,213.0
