experiment,depth,variant,position,nodes,time_s,matchup,agent,opponent,seed,a_player,winner,a_won,plies,avg_move_time,a_nodes_per_move
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.263325930670059,54.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.12704369979328475,10.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1002.0,1.0,1.0,1.0,3.0,0.35548527766756405,49.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1003.0,2.0,1.0,0.0,5.0,0.5197587001952343,42.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.16567567383754067,42.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.6648372833908069,48.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1006.0,1.0,2.0,0.0,6.0,0.18413825700311767,37.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.12520473340991883,10.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.15678986100344142,35.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.614424349804176,48.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1010.0,1.0,2.0,0.0,6.0,0.17747759750151695,37.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.26340785839711317,28.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1012.0,1.0,1.0,1.0,5.0,0.20685179160209372,39.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.6767689332074951,24.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.06951628483269208,35.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1015.0,2.0,1.0,0.0,7.0,0.23145322614332794,27.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1016.0,1.0,2.0,0.0,6.0,0.13848324999465453,46.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.41498625839012676,48.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1018.0,1.0,2.0,0.0,6.0,0.07253945150296204,34.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1019.0,2.0,2.0,1.0,6.0,0.42765879866298445,27.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1020.0,1.0,1.0,1.0,5.0,0.1625642999948468,49.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.3954666946665384,23.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1022.0,1.0,2.0,0.0,6.0,0.20903197200580811,32.333333333333336
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.502616550005041,46.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.17604347217032532,35.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1025.0,2.0,1.0,0.0,7.0,0.26203064857483177,39.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.19374597933104573,45.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1027.0,2.0,2.0,1.0,4.0,0.20111351000377908,51.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.1725446167984046,49.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1029.0,2.0,1.0,0.0,5.0,0.666560483397916,44.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1030.0,1.0,2.0,0.0,6.0,0.16806555550040989,46.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.139860957977362,0.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.159414924797602,49.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1033.0,2.0,2.0,1.0,6.0,0.1859229721594602,16.333333333333332
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1034.0,1.0,2.0,0.0,6.0,0.02784358300171637,56.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.6586373753283018,23.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1036.0,1.0,1.0,1.0,7.0,0.03898191671136634,30.75
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.24461310839978978,28.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1038.0,1.0,1.0,1.0,3.0,0.2982936666715735,56.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7215463335014647,56.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.15700818017163934,34.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1041.0,2.0,2.0,1.0,6.0,0.26896826399024576,17.333333333333332
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.13816947216400877,54.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1043.0,2.0,1.0,0.0,7.0,0.2005853631417267,9.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.15952639566967264,42.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1045.0,2.0,1.0,0.0,5.0,0.4954790666059125,24.5
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1046.0,1.0,1.0,1.0,5.0,0.11804814180359244,51.333333333333336
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1047.0,2.0,1.0,0.0,5.0,0.6214468251971994,48.0
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.08981721550420237,42.666666666666664
E5,1.0,,,,,Minimax(d=1) vs Stratagem,Minimax(d=1),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.6566767501994036,33.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1000.0,1.0,1.0,1.0,3.0,0.3783143193286378,258.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.1229648747947067,66.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1002.0,1.0,2.0,0.0,4.0,0.31838236425392097,433.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1003.0,2.0,2.0,1.0,4.0,0.6678003122506198,170.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.1857257848411488,194.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.6747736084042117,213.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1006.0,1.0,2.0,0.0,4.0,0.29710615600197343,403.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.12684952520648948,66.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.17018727099639364,136.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1009.0,2.0,1.0,0.0,5.0,0.6458995081891772,213.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1010.0,1.0,2.0,0.0,4.0,0.298670301992388,403.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1011.0,2.0,1.0,0.0,3.0,0.3755717920042419,335.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.19539043766174777,262.3333333333333
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1013.0,2.0,1.0,0.0,3.0,1.102605680663449,435.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1014.0,1.0,1.0,1.0,5.0,0.06349812499829569,96.66666666666667
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1015.0,2.0,1.0,0.0,7.0,0.23958018457467137,116.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1016.0,1.0,1.0,1.0,5.0,0.22625144199701025,255.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.4285500083991792,310.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1018.0,1.0,1.0,1.0,5.0,0.06834120840067044,105.33333333333333
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1019.0,2.0,1.0,0.0,5.0,0.5204046916041989,241.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1020.0,1.0,1.0,1.0,5.0,0.19512519159470684,206.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.39178634733737755,104.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1022.0,1.0,1.0,1.0,5.0,0.27458124999538996,218.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.4791343249962665,324.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.16784802100543553,150.66666666666666
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1025.0,2.0,2.0,1.0,6.0,0.3152941805019509,119.33333333333333
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.18717424983818395,178.66666666666666
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1027.0,2.0,2.0,1.0,4.0,0.19483314574608812,137.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.2011778582003899,207.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1029.0,2.0,1.0,0.0,5.0,0.6650135252042674,256.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1030.0,1.0,1.0,1.0,5.0,0.22147767499554902,173.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.1496740840084385,0.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.1931722663983237,206.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1033.0,2.0,1.0,0.0,5.0,0.2269826749979984,244.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.04340451660682447,126.66666666666667
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.6614427780053423,130.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1036.0,1.0,1.0,1.0,5.0,0.03506874979939312,96.33333333333333
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1037.0,2.0,1.0,0.0,3.0,0.34984866666491143,335.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1038.0,1.0,2.0,0.0,6.0,0.15108822217249931,215.66666666666666
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7351823540084297,56.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.17435908333573025,136.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1041.0,2.0,1.0,0.0,5.0,0.33780305839609354,211.5
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.16267723582859617,161.66666666666666
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.267369474604493,117.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.1734894581604749,144.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1045.0,2.0,1.0,0.0,3.0,0.7964170693303458,348.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1046.0,1.0,1.0,1.0,5.0,0.14325154179823585,126.33333333333333
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1047.0,2.0,1.0,0.0,5.0,0.6307912163960282,213.0
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.07512557633162942,159.33333333333334
E5,2.0,,,,,Minimax(d=2) vs Stratagem,Minimax(d=2),Stratagem,1049.0,2.0,1.0,0.0,3.0,1.072325597332868,401.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1000.0,1.0,2.0,0.0,6.0,0.27323807633850566,1359.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1001.0,2.0,1.0,0.0,5.0,0.12843924179906024,204.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1002.0,1.0,1.0,1.0,5.0,0.3059503499942366,1187.3333333333333
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1003.0,2.0,1.0,0.0,5.0,0.6161320000013802,2124.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1004.0,1.0,2.0,0.0,6.0,0.18836534733418375,2433.6666666666665
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1005.0,2.0,1.0,0.0,5.0,0.7246184747957158,1868.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1006.0,1.0,2.0,0.0,6.0,0.2826165694956823,1451.3333333333333
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1007.0,2.0,1.0,0.0,5.0,0.1255982998001855,204.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1008.0,1.0,2.0,0.0,6.0,0.194438555505864,1389.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1009.0,2.0,2.0,1.0,4.0,0.8750885207482497,2210.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1010.0,1.0,2.0,0.0,6.0,0.2744809444945228,1367.3333333333333
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1011.0,2.0,1.0,0.0,5.0,0.2819691914017312,683.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1012.0,1.0,2.0,0.0,6.0,0.3413564095050485,1806.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1013.0,2.0,1.0,0.0,5.0,0.692129491805099,604.5
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1014.0,1.0,2.0,0.0,6.0,0.14139431249835374,1617.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1015.0,2.0,2.0,1.0,6.0,0.29936134716748103,801.6666666666666
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1016.0,1.0,1.0,1.0,5.0,0.2704608167987317,1954.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1017.0,2.0,1.0,0.0,5.0,0.49038534159772096,1698.5
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1018.0,1.0,2.0,0.0,6.0,0.14921846516275158,1750.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1019.0,2.0,2.0,1.0,6.0,0.4679737220042928,888.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1020.0,1.0,1.0,1.0,5.0,0.2513349331973586,2174.3333333333335
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1021.0,2.0,1.0,0.0,3.0,0.39455545834304456,490.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1022.0,1.0,1.0,1.0,5.0,0.2857161833962891,1436.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1023.0,2.0,1.0,0.0,5.0,0.5766853082051966,1898.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1024.0,1.0,2.0,0.0,6.0,0.20010422866713876,1505.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1025.0,2.0,2.0,1.0,6.0,0.32576758333016187,676.6666666666666
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1026.0,1.0,2.0,0.0,6.0,0.22191411800061664,1883.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1027.0,2.0,2.0,1.0,6.0,0.1443925138397996,1104.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1028.0,1.0,1.0,1.0,5.0,0.2578033917990979,2166.6666666666665
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1029.0,2.0,2.0,1.0,6.0,0.6002038818260189,966.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1030.0,1.0,2.0,0.0,6.0,0.17676361133150445,2130.6666666666665
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1031.0,2.0,1.0,0.0,1.0,1.152450374996988,0.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1032.0,1.0,1.0,1.0,5.0,0.2520330834027845,2174.3333333333335
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1033.0,2.0,2.0,1.0,6.0,0.21043390283981958,418.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1034.0,1.0,1.0,1.0,5.0,0.08727845000103115,1744.3333333333333
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1035.0,2.0,1.0,0.0,3.0,0.660847166669555,478.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1036.0,1.0,1.0,1.0,7.0,0.0490480418624689,1098.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1037.0,2.0,1.0,0.0,5.0,0.27159083319711497,766.5
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1038.0,1.0,2.0,0.0,6.0,0.25370127767382655,2973.6666666666665
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1039.0,2.0,2.0,1.0,2.0,0.7286487919918727,56.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1040.0,1.0,2.0,0.0,6.0,0.18829561800521333,1423.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1041.0,2.0,2.0,1.0,6.0,0.31809571516350843,603.3333333333334
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1042.0,1.0,2.0,0.0,6.0,0.27569113883267465,3160.3333333333335
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1043.0,2.0,1.0,0.0,5.0,0.2832828918064479,292.5
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1044.0,1.0,2.0,0.0,6.0,0.22824034699200033,1825.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1045.0,2.0,1.0,0.0,3.0,0.8183992780104745,973.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1046.0,1.0,1.0,1.0,7.0,0.09398382742905856,1455.5
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1047.0,2.0,2.0,1.0,4.0,0.8737444372382015,2210.0
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1048.0,1.0,2.0,0.0,6.0,0.14820929166065375,2045.6666666666667
E5,3.0,,,,,Minimax(d=3) vs Stratagem,Minimax(d=3),Stratagem,1049.0,2.0,1.0,0.0,5.0,0.6905977665970567,853.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1000.0,1.0,2.0,0.0,6.0,0.02433017349782555,243.33333333333334
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1001.0,2.0,1.0,0.0,3.0,0.011337013992791375,200.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1002.0,1.0,2.0,0.0,6.0,0.02139927799483606,309.3333333333333
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1003.0,2.0,2.0,1.0,6.0,0.021598319668555632,202.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1004.0,1.0,1.0,1.0,3.0,0.025772139003189903,217.5
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1005.0,2.0,2.0,1.0,6.0,0.027051805664086714,181.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1006.0,1.0,1.0,1.0,5.0,0.02551264159847051,260.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1007.0,2.0,1.0,0.0,3.0,0.0110126109890795,200.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1008.0,1.0,1.0,1.0,5.0,0.01833267498877831,90.33333333333333
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1009.0,2.0,2.0,1.0,6.0,0.02678072900744155,181.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1010.0,1.0,1.0,1.0,5.0,0.02611491658608429,242.66666666666666
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1011.0,2.0,1.0,0.0,3.0,0.01856588900166874,310.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1012.0,1.0,1.0,1.0,5.0,0.0329019500000868,367.3333333333333
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1013.0,2.0,2.0,1.0,6.0,0.024572708333532017,130.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1014.0,1.0,1.0,1.0,5.0,0.01000469180289656,88.66666666666667
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1015.0,2.0,1.0,0.0,5.0,0.01984234160045162,300.5
