experiment,depth,variant,position,nodes,time_s,matchup,agent,opponent,seed,a_player,winner,a_won,plies,avg_move_time,a_nodes_per_move
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1016.0,1.0,1.0,1.0,5.0,0.030835349805420263,233.33333333333334
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1017.0,2.0,2.0,1.0,6.0,0.023143500002333894,193.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1018.0,1.0,1.0,1.0,5.0,0.011376683600246906,100.33333333333333
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1019.0,2.0,2.0,1.0,6.0,0.02115376400858319,186.33333333333334
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1020.0,1.0,2.0,0.0,6.0,0.026942187823199976,439.6666666666667
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1021.0,2.0,1.0,0.0,3.0,0.01354399966658093,83.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1022.0,1.0,1.0,1.0,5.0,0.027422675205161794,249.33333333333334
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1023.0,2.0,1.0,0.0,3.0,0.025784999995570008,408.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1024.0,1.0,1.0,1.0,5.0,0.01828552520019002,104.66666666666667
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1025.0,2.0,1.0,0.0,5.0,0.026450700202258304,401.5
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1026.0,1.0,2.0,0.0,6.0,0.020937353823683225,232.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1027.0,2.0,2.0,1.0,4.0,0.01508155198825989,173.0
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1028.0,1.0,2.0,0.0,6.0,0.028409923999182258,434.6666666666667
E6,,,,,,solo_mov_diff vs mov+centro,solo_mov_diff,mov+centro,1029.0,2.0,1.0,0.0,5.0,0.03263611659640446,432.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1000.0,1.0,1.0,1.0,5.0,0.028686733398353682,290.3333333333333
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1001.0,2.0,2.0,1.0,6.0,0.006844264008880903,89.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1002.0,1.0,1.0,1.0,5.0,0.028198974998667838,245.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1003.0,2.0,2.0,1.0,6.0,0.024098583501957666,179.66666666666666
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1004.0,1.0,1.0,1.0,3.0,0.02646001399261877,217.5
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1005.0,2.0,2.0,1.0,4.0,0.045301187739823945,318.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1006.0,1.0,1.0,1.0,5.0,0.027927991398610175,328.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1007.0,2.0,2.0,1.0,6.0,0.006880937503107513,89.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1008.0,1.0,1.0,1.0,5.0,0.019565116392914205,98.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1009.0,2.0,2.0,1.0,6.0,0.030492402671370655,181.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1010.0,1.0,1.0,1.0,5.0,0.02836010861210525,310.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1011.0,2.0,1.0,0.0,5.0,0.013648141804151238,173.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1012.0,1.0,2.0,0.0,6.0,0.028094472174416296,353.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1013.0,2.0,1.0,0.0,7.0,0.024245315572313433,203.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1014.0,1.0,1.0,1.0,5.0,0.010689208604162559,88.66666666666667
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1015.0,2.0,1.0,0.0,5.0,0.022437516797799616,334.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1016.0,1.0,1.0,1.0,5.0,0.034992024989333,271.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1017.0,2.0,2.0,1.0,6.0,0.025666874993476085,192.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1018.0,1.0,1.0,1.0,5.0,0.011884749797172845,99.33333333333333
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1019.0,2.0,2.0,1.0,6.0,0.0220830210018903,195.66666666666666
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1020.0,1.0,1.0,1.0,5.0,0.03357498320401646,379.3333333333333
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1021.0,2.0,1.0,0.0,3.0,0.020269027668594692,380.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1022.0,1.0,1.0,1.0,5.0,0.028194208402419464,279.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1023.0,2.0,2.0,1.0,6.0,0.0225240833387943,137.66666666666666
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1024.0,1.0,1.0,1.0,5.0,0.01975708340178244,112.33333333333333
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1025.0,2.0,1.0,0.0,5.0,0.029703683202387764,435.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1026.0,1.0,1.0,1.0,5.0,0.02641425019246526,168.66666666666666
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1027.0,2.0,2.0,1.0,4.0,0.017181291746965144,173.0
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1028.0,1.0,1.0,1.0,5.0,0.034604016598314045,331.3333333333333
E6,,,,,,solo_mov_diff vs mov+acorralar,solo_mov_diff,mov+acorralar,1029.0,2.0,2.0,1.0,6.0,0.03144824300155354,212.66666666666666
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1000.0,1.0,2.0,0.0,6.0,0.025468076162117843,243.33333333333334
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1001.0,2.0,1.0,0.0,7.0,0.006670387154112437,82.66666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1002.0,1.0,1.0,1.0,5.0,0.02994089180137962,245.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1003.0,2.0,2.0,1.0,6.0,0.026283971994416788,202.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1004.0,1.0,1.0,1.0,3.0,0.029278375334494438,217.5
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1005.0,2.0,2.0,1.0,6.0,0.03344677816494368,181.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1006.0,1.0,1.0,1.0,5.0,0.029051133192842825,260.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1007.0,2.0,1.0,0.0,7.0,0.006609095281289358,82.66666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1008.0,1.0,1.0,1.0,5.0,0.02151946659432724,87.66666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1009.0,2.0,2.0,1.0,6.0,0.0335301876621088,181.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1010.0,1.0,1.0,1.0,5.0,0.030438566603697835,242.66666666666666
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1011.0,2.0,1.0,0.0,3.0,0.02833315299358219,310.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1012.0,1.0,1.0,1.0,5.0,0.03732205019914545,365.6666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1013.0,2.0,1.0,0.0,5.0,0.03824151680455543,300.5
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1014.0,1.0,1.0,1.0,5.0,0.011484200006816537,88.66666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1015.0,2.0,1.0,0.0,5.0,0.024102833401411772,334.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1016.0,1.0,1.0,1.0,5.0,0.033552849787520246,221.66666666666666
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1017.0,2.0,2.0,1.0,6.0,0.02885377750499174,192.66666666666666
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1018.0,1.0,1.0,1.0,5.0,0.013066158193396404,99.33333333333333
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1019.0,2.0,2.0,1.0,6.0,0.025936826151640464,186.33333333333334
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1020.0,1.0,2.0,0.0,6.0,0.030226798660199467,439.6666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1021.0,2.0,1.0,0.0,3.0,0.022864958339293178,380.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1022.0,1.0,1.0,1.0,5.0,0.030832025007111952,287.3333333333333
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1023.0,2.0,2.0,1.0,6.0,0.02421059733023867,137.66666666666666
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1024.0,1.0,1.0,1.0,5.0,0.021581675193738194,104.66666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1025.0,2.0,1.0,0.0,5.0,0.03195591659750789,435.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1026.0,1.0,2.0,0.0,6.0,0.02394495850603562,232.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1027.0,2.0,2.0,1.0,4.0,0.019560322994948365,173.0
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1028.0,1.0,1.0,1.0,5.0,0.038456400006543844,423.6666666666667
E6,,,,,,solo_mov_diff vs balanceada,solo_mov_diff,balanceada,1029.0,2.0,1.0,0.0,5.0,0.042095333203906196,432.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1000.0,1.0,2.0,0.0,2.0,0.03013839598861523,531.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1001.0,2.0,2.0,1.0,6.0,0.007062041826429777,89.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1002.0,1.0,1.0,1.0,5.0,0.028822766593657435,244.66666666666666
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1003.0,2.0,2.0,1.0,6.0,0.02441804150294047,132.66666666666666
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1004.0,1.0,1.0,1.0,3.0,0.02749181933662233,217.5
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1005.0,2.0,2.0,1.0,4.0,0.04663669801084325,296.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1006.0,1.0,2.0,0.0,2.0,0.027363125002011657,637.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1007.0,2.0,2.0,1.0,6.0,0.006969645832820485,89.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1008.0,1.0,1.0,1.0,5.0,0.019829158391803502,86.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1009.0,2.0,1.0,0.0,5.0,0.03759510840172879,275.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1010.0,1.0,2.0,0.0,2.0,0.029358353989664465,585.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1011.0,2.0,1.0,0.0,3.0,0.02153351400435592,278.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1012.0,1.0,2.0,0.0,6.0,0.02934991666309846,235.66666666666666
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1013.0,2.0,1.0,0.0,5.0,0.03387669180519879,189.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1014.0,1.0,1.0,1.0,5.0,0.011139775195624679,88.66666666666667
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1015.0,2.0,2.0,1.0,6.0,0.01873329866793938,130.66666666666666
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1016.0,1.0,1.0,1.0,5.0,0.03639885020093061,313.6666666666667
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1017.0,2.0,1.0,0.0,5.0,0.032674150011735036,300.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1018.0,1.0,1.0,1.0,5.0,0.012477400002535433,99.33333333333333
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1019.0,2.0,2.0,1.0,6.0,0.023048208332814586,153.33333333333334
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1020.0,1.0,1.0,1.0,5.0,0.03491627500625327,212.33333333333334
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1021.0,2.0,1.0,0.0,3.0,0.020879513981829707,380.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1022.0,1.0,1.0,1.0,5.0,0.02957444139756262,279.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1023.0,2.0,1.0,0.0,5.0,0.027624141605338083,285.5
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1024.0,1.0,1.0,1.0,5.0,0.02023224159493111,108.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1025.0,2.0,2.0,1.0,4.0,0.037391333251434844,253.5
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1026.0,1.0,1.0,1.0,5.0,0.027982533402973787,151.66666666666666
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1027.0,2.0,2.0,1.0,4.0,0.017841395492723677,173.0
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1028.0,1.0,1.0,1.0,5.0,0.03590922501171008,212.33333333333334
E6,,,,,,mov+centro vs mov+acorralar,mov+centro,mov+acorralar,1029.0,2.0,2.0,1.0,6.0,0.03136204866556606,133.66666666666666
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1000.0,1.0,2.0,0.0,2.0,0.030213229008950293,531.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1001.0,2.0,1.0,0.0,7.0,0.006754375004675239,82.66666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1002.0,1.0,1.0,1.0,5.0,0.03079216679907404,244.66666666666666
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1003.0,2.0,2.0,1.0,6.0,0.026722666501882486,141.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1004.0,1.0,1.0,1.0,3.0,0.03002458332533327,217.5
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1005.0,2.0,1.0,0.0,5.0,0.04025668320246041,275.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1006.0,1.0,2.0,0.0,2.0,0.027658582985168323,637.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1007.0,2.0,1.0,0.0,7.0,0.006770791569059449,82.66666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1008.0,1.0,1.0,1.0,5.0,0.02258399180136621,87.66666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1009.0,2.0,1.0,0.0,5.0,0.03996840819600038,275.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1010.0,1.0,2.0,0.0,2.0,0.029934874997707084,585.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1011.0,2.0,1.0,0.0,3.0,0.023910597655534122,310.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1012.0,1.0,2.0,0.0,4.0,0.04670766649360303,403.5
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1013.0,2.0,1.0,0.0,5.0,0.03843714980757795,192.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1014.0,1.0,1.0,1.0,5.0,0.01208510819124058,88.66666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1015.0,2.0,1.0,0.0,5.0,0.024148258607601746,235.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1016.0,1.0,1.0,1.0,5.0,0.035529025190044194,304.6666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1017.0,2.0,1.0,0.0,5.0,0.040374117001192644,300.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1018.0,1.0,1.0,1.0,5.0,0.013881866401061416,99.33333333333333
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1019.0,2.0,2.0,1.0,6.0,0.02678685449063778,141.33333333333334
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1020.0,1.0,1.0,1.0,5.0,0.039111766609130426,237.33333333333334
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1021.0,2.0,1.0,0.0,3.0,0.02346119433059357,380.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1022.0,1.0,1.0,1.0,5.0,0.03243155000382103,246.66666666666666
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1023.0,2.0,1.0,0.0,5.0,0.030300824798177927,285.5
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1024.0,1.0,1.0,1.0,5.0,0.022796400007791817,104.66666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1025.0,2.0,2.0,1.0,4.0,0.04066874975251267,253.5
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1026.0,1.0,2.0,0.0,6.0,0.02502318050149673,180.33333333333334
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1027.0,2.0,2.0,1.0,4.0,0.020016031005070545,173.0
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1028.0,1.0,1.0,1.0,5.0,0.03985494999797083,257.6666666666667
E6,,,,,,mov+centro vs balanceada,mov+centro,balanceada,1029.0,2.0,1.0,0.0,5.0,0.04243485819897615,251.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1000.0,1.0,2.0,0.0,2.0,0.03636445850133896,531.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1001.0,2.0,1.0,0.0,7.0,0.007224946420007784,84.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1002.0,1.0,2.0,0.0,6.0,0.028129409833733614,274.3333333333333
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1003.0,2.0,1.0,0.0,5.0,0.029533925006398933,283.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1004.0,1.0,1.0,1.0,5.0,0.031124882999574766,185.66666666666666
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1005.0,2.0,2.0,1.0,6.0,0.03594452083052602,132.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1006.0,1.0,2.0,0.0,2.0,0.033620895992498845,637.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1007.0,2.0,1.0,0.0,7.0,0.007251660717884079,84.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1008.0,1.0,1.0,1.0,5.0,0.02544313299586065,105.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1009.0,2.0,2.0,1.0,6.0,0.037196284659633726,192.66666666666666
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1010.0,1.0,2.0,0.0,2.0,0.036362957980600186,585.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1011.0,2.0,1.0,0.0,3.0,0.025533902662573382,310.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1012.0,1.0,1.0,1.0,5.0,0.044057524984236804,321.6666666666667
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1013.0,2.0,1.0,0.0,5.0,0.0369832667929586,263.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1014.0,1.0,1.0,1.0,5.0,0.013809124799445271,87.66666666666667
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1015.0,2.0,1.0,0.0,5.0,0.02463356660446152,391.5
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1016.0,1.0,2.0,0.0,4.0,0.05174716624605935,375.5
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1017.0,2.0,2.0,1.0,6.0,0.031610353995347396,138.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1018.0,1.0,1.0,1.0,5.0,0.016313608206110074,98.33333333333333
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1019.0,2.0,1.0,0.0,5.0,0.032955383404623714,212.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1020.0,1.0,2.0,0.0,6.0,0.03487416682764888,376.6666666666667
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1021.0,2.0,1.0,0.0,3.0,0.02533069400427242,426.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1022.0,1.0,1.0,1.0,5.0,0.035999999794876204,292.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1023.0,2.0,1.0,0.0,5.0,0.030018075200496243,337.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1024.0,1.0,2.0,0.0,6.0,0.021355069509202924,173.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1025.0,2.0,2.0,1.0,6.0,0.02917045833116087,170.66666666666666
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1026.0,1.0,2.0,0.0,6.0,0.027224409670452587,341.6666666666667
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1027.0,2.0,2.0,1.0,4.0,0.02193604225612944,117.0
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1028.0,1.0,1.0,1.0,5.0,0.0462606996006798,444.6666666666667
E6,,,,,,mov+acorralar vs balanceada,mov+acorralar,balanceada,1029.0,2.0,1.0,0.0,5.0,0.044546841800911355,374.0
